ID,Name,Development,BT,BP,BM,Trade good,Trade node,Modifiers,Type,Continent,Superregion,Region,Area
2212,Zanjan,7,3,3,1,,Persia,,Land,Asia,Persia,Persia,Azerbaijan
2213,Qom,8,3,3,2,,Persia,,Land,Asia,Persia,Persia,Iraq-e-Ajam
2214,Golestan,7,2,2,3,,Persia,,Land,Asia,Persia,Persia,Tabarestan
2215,Qazvin,8,3,3,2,,Persia,,Land,Asia,Persia,Persia,Azerbaijan
2216,Semnan,6,2,2,2,,Persia,,Land,Asia,Persia,Persia,Iraq-e-Ajam
2217,Yasuj,3,1,1,1,,Basra,,Land,Asia,Persia,Persia,Khuzestan
2218,Shiraz,14,5,5,4,,Hormuz,Market Town,Land,Asia,Persia,Persia,Farsistan
2219,Bandar Langeh,6,2,2,2,,Hormuz,,Land,Asia,Persia,Persia,Gulf Coast
2220,Bam,3,1,1,1,,Hormuz,,Land,Asia,Persia,Persia,Kerman
2221,Mashhad,9,3,4,2,,Persia,"Religious Center
Market Town",Land,Asia,Persia,Khorasan,Mashhad
2222,Ardakan,5,2,2,1,,Persia,,Land,Asia,Persia,Persia,Isfahan
2223,Larestan,6,2,2,2,,Hormuz,,Land,Asia,Persia,Persia,Gulf Coast
2224,Ferah,4,1,1,2,,Persia,,Land,Asia,Persia,Khorasan,Sistan
2225,Bamyan,6,2,2,2,,Lahore,,Land,Asia,Persia,Khorasan,Ghor
2226,Jalalabad,11,4,4,3,,Lahore,,Land,Asia,Persia,Khorasan,Kabulistan
2227,Kunduz,4,1,1,2,,Lahore,,Land,Asia,Persia,Khorasan,Balkh
2228,Maymana,8,3,3,2,,Lahore,,Land,Asia,Persia,Khorasan,Balkh
2229,Bust,5,1,1,3,,Persia,,Land,Asia,Persia,Khorasan,Sistan
2230,Chakhansur,3,1,1,1,,Persia,,Land,Asia,Persia,Khorasan,Sistan
2231,Bela,5,2,2,1,,Hormuz,,Land,Asia,Persia,Khorasan,Makran
2232,Kharan,4,1,1,2,,Hormuz,,Land,Asia,Persia,Khorasan,Makran
2233,Chabahar,3,1,1,1,,Hormuz,,Land,Asia,Persia,Khorasan,Makran
2234,Rafsanjan,5,2,2,1,,Hormuz,,Land,Asia,Persia,Persia,Kerman
2235,Sabzevar,5,2,2,1,,Persia,,Land,Asia,Persia,Khorasan,Mashhad
2236,Bojnord,5,2,2,1,,Persia,,Land,Asia,Persia,Khorasan,Mashhad
2237,Tekrur,7,3,3,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Tekrur
2238,Kantor,3,1,1,1,,Ivory Coast,,Land,Africa,Northern Africa,Guinea,Futa Jallon
2239,Siine,5,2,2,1,,Ivory Coast,,Land,Africa,Northern Africa,Guinea,Jolof
2240,Galam,7,3,3,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Tekrur
2241,Beafada,3,1,1,1,,Ivory Coast,,Land,Africa,Northern Africa,Guinea,Guinea
2242,Karou,3,1,1,1,,Ivory Coast,,Land,Africa,Northern Africa,Guinea,Guinea
2243,Termes,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Baghena
2244,Tagant,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Tekrur
2245,Wagadu,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Baghena
2246,Baghena,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Baghena
2247,Hodh,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Baghena
2248,Do,9,4,4,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Manding
2249,Sibiridugu,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Massina
2250,Bendugu,7,3,3,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Massina
2251,Guinea,,,,,,,,Wasteland,Africa,,,
2252,Lobi,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Kong
2253,Gwiriko,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Kong
2254,Bonoman,7,3,3,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Lower Volta
2255,Gyaaman,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Lower Volta
2256,Dagbon,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Lower Volta
2257,Denkyira,5,2,2,1,,Ivory Coast,,Land,Africa,Northern Africa,Guinea,West African Coast
2258,Cape Coast,5,2,2,1,,Ivory Coast,Natural Harbor,Land,Africa,Northern Africa,Guinea,West African Coast
2259,Sah,7,3,3,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Jenne
2260,Mema,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Niger Bend
2261,Kala,9,4,4,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Jenne
2262,Karabara,7,3,3,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Niger Bend
2263,Haayre,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Jenne
2264,Hombori,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Niger Bend
2265,Liptako,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Upper Volta
2266,Bilanga,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Upper Volta
2267,Tenkodogo,7,3,3,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Lower Volta
2268,Aribanda,7,3,3,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Dendi
2269,Zarmaganda,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Dendi
2270,Dallol,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Dendi
2271,Azawagh,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Sahel,Western Sahara
2272,Azbin,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Sahel,West Azbin
2273,Ader,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Sahel,West Azbin
2274,Air,9,4,4,1,,Katsina,,Land,Africa,Northern Africa,Sahel,West Azbin
2275,Tenere,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Sahel,East Azbin
2276,Itesan,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Sahel,West Azbin
2277,Kawar,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Sahel,East Azbin
2278,Kebbi,5,2,2,1,,Katsina,,Land,Africa,Northern Africa,Niger,Zazzau
2279,Daura,7,3,3,1,,Katsina,,Land,Africa,Northern Africa,Niger,Katsina
2280,Biram,5,2,2,1,,Katsina,,Land,Africa,Northern Africa,Niger,Kano
2281,Rano,5,2,2,1,,Katsina,,Land,Africa,Northern Africa,Niger,Kano
2282,Muniyo,5,2,2,1,,Katsina,,Land,Africa,Northern Africa,Sahel,Bornu
2283,Bedde,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Sahel,Bornu
2284,Manga,5,2,2,1,,Katsina,,Land,Africa,Northern Africa,Sahel,Bornu
2285,Marghi,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Niger,Adamawa Plateau
2286,Logone,5,2,2,1,,Katsina,,Land,Africa,Northern Africa,Sahel,Kanem
2287,Kotoko,7,3,3,1,,Katsina,,Land,Africa,Northern Africa,Sahel,Kanem
2288,Yao,7,3,3,1,,Katsina,,Land,Africa,Northern Africa,Sahel,Kanem
2289,Ondo,5,2,2,1,,Ivory Coast,,Land,Africa,Northern Africa,Guinea,Benin
2290,Ijebu,5,2,2,1,,Ivory Coast,,Land,Africa,Northern Africa,Guinea,Benin
2291,Ketu,5,2,2,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Atacora Oueme
2292,Moshi,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Atacora Oueme
2293,Yawuri,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Niger,Zazzau
2294,Warri,3,1,1,1,,Ivory Coast,,Land,Africa,Northern Africa,Guinea,Benin
2295,Atakora,3,1,1,1,,Timbuktu,,Land,Africa,Northern Africa,Niger,Atacora Oueme
2296,Karasi,11,4,4,3,,Constantinople,,Land,Europe,Levant,Anatolia,Hüdavendigar
2297,Saruhan,8,3,3,2,,Constantinople,,Land,Europe,Levant,Anatolia,Aydin
2298,Tekke,8,3,3,2,,Constantinople,,Land,Europe,Levant,Anatolia,Aydin
2299,Bolu,6,2,2,2,,Constantinople,,Land,Europe,Levant,Anatolia,Karadeniz
2300,Bozok,8,3,3,2,,Constantinople,,Land,Europe,Levant,Anatolia,Rum
2301,Kayseri,8,3,3,2,,Aleppo,,Land,Europe,Levant,Anatolia,Karaman
2302,Içel,6,2,2,2,,Aleppo,,Land,Europe,Levant,Anatolia,Çukurova
2303,Malatya,6,2,2,2,,Aleppo,,Land,Europe,Levant,Anatolia,Dulkadir
2304,Canik,6,2,2,2,,Constantinople,,Land,Europe,Levant,Anatolia,Karadeniz
2305,Erzincan,8,3,3,2,,Crimea,,Land,Europe,Levant,Anatolia,Erzurum
2306,Mush,9,3,3,3,,Aleppo,,Land,Asia,Levant,Anatolia,Kurdistan
2307,Van,8,3,3,2,,Aleppo,,Land,Asia,Levant,Anatolia,Kurdistan
2308,Urfa,8,3,3,2,,Aleppo,,Land,Asia,Levant,Anatolia,Dulkadir
2309,Sinjar,6,2,2,2,,Aleppo,,Land,Asia,Levant,Mashriq,Al Jazira
2310,Tikrit,8,3,3,2,,Basra,,Land,Asia,Levant,Mashriq,Iraq Arabi
2311,Samawat,8,3,3,2,,Basra,Religious Center,Land,Asia,Levant,Mashriq,Basra
2312,Wasit,8,3,3,2,,Basra,,Land,Asia,Levant,Mashriq,Basra
2313,Antioch,11,4,4,3,,Aleppo,,Land,Asia,Levant,Mashriq,Aleppo
2314,Rahba,3,1,1,1,,Aleppo,,Land,Asia,Levant,Mashriq,Al Jazira
2315,Suez,5,2,2,1,,Alexandria,,Land,Africa,Levant,Egypt,Red Sea Hills
2316,Al Gharbia,12,4,4,4,,Alexandria,Granary of the Mediterranean,Land,Africa,Levant,Egypt,Bahari
2317,Minya,8,3,3,2,,Alexandria,,Land,Africa,Levant,Egypt,Vostani
2318,Bahiriya,4,1,1,2,,Alexandria,,Land,Africa,Levant,Egypt,al-Wahat
2319,Manfalut,5,2,2,1,,Alexandria,,Land,Africa,Levant,Egypt,Said
2320,Ras Gharib,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Red Sea Hills
2321,Queseer,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Red Sea Hills
2322,Wadi Halfa,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Lower Nubia
2323,Sahra an Nübyah,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Lower Nubia
2324,Halaib,3,1,1,1,,Gulf of Aden,,Land,Africa,Northern Africa,Horn of Africa,Red Sea Coast
2325,Tarrana,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Cyrenaica
2326,Bardiyah,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,Cyrenaica
2327,Maan,5,2,2,1,,Alexandria,,Land,Asia,Levant,Mashriq,Transjordan
2328,Al Ula,3,1,1,1,,Alexandria,,Land,Asia,Levant,Arabia,Tabuk
2329,Yanbu,3,1,1,1,,Alexandria,,Land,Asia,Levant,Arabia,Medina
2330,Ma'din Sulaym,3,1,1,1,,Alexandria,,Land,Asia,Levant,Arabia,Medina
2331,Jeddah,6,2,3,1,,Alexandria,Entrepot,Land,Asia,Levant,Arabia,Mecca
2332,Turubah,3,1,1,1,,Alexandria,,Land,Asia,Levant,Arabia,Mecca
2333,Zufra,3,1,1,1,,Hormuz,,Land,Asia,Levant,Arabia,Pirate Coast
2334,Badiyat ash Sham,,,,,,,,Wasteland,Asia,,,
2335,Dawasir,4,1,1,2,,Basra,,Land,Asia,Levant,Arabia,al-Yamamah
2336,Aflaj,3,1,1,1,,Basra,,Land,Asia,Levant,Arabia,al-Yamamah
2337,Buraydah,3,1,1,1,,Basra,,Land,Asia,Levant,Arabia,al-Qasim
2338,Hafar,3,1,1,1,,Basra,,Land,Asia,Levant,Arabia,An Nafud
2339,Yabrin,3,1,1,1,,Basra,,Land,Asia,Levant,Arabia,al-Yamamah
2340,Grane,3,1,1,1,,Basra,,Land,Asia,Levant,Arabia,Bahrain
2341,Masirah,3,1,1,1,,Gulf of Aden,,Land,Asia,Levant,Arabia,Dhofar
2342,Wusta,3,1,1,1,,Gulf of Aden,,Land,Asia,Levant,Arabia,Dhofar
2343,Kathiri,4,1,1,2,,Gulf of Aden,,Land,Asia,Levant,Arabia,Hadramut
2344,Marib,3,1,1,1,,Gulf of Aden,,Land,Asia,Levant,Arabia,Upper Yemen
2345,Beihan,6,2,2,2,,Gulf of Aden,,Land,Asia,Levant,Arabia,Lower Yemen
2346,Jazan,7,3,3,1,,Gulf of Aden,,Land,Asia,Levant,Arabia,Tihama al-Yemen
2347,Hofuf,4,1,2,1,,Basra,,Land,Asia,Levant,Arabia,Bahrain
2348,Chios,5,2,2,1,,Constantinople,,Land,Europe,Levant,Anatolia,Aegean Archipelago
2349,Kizil-Su,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Transcaspia
2350,Konjikala,3,1,1,1,,Samarkand,,Land,Asia,Persia,Khorasan,Merv
2351,Shekty,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Kazakhstan
2352,Alty-Kuduk,9,3,3,3,,Samarkand,,Land,Asia,Tartary,Central Asia,Syr Darya
2353,Tortkara,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Kazakhstan
2354,Shegendyk,6,2,2,2,,Siberia,,Land,Asia,Tartary,West Siberia,Aqmola
2355,Narym,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Balchash
2356,Shymkent,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Arys
2357,Aksary,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Aqmola
2358,Altyn,6,2,2,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Kazakhstan
2359,Baganaly,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Kazakhstan
2360,Tobykty,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Balchash
2361,Dzhaman-Kuduk,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Syr Darya
2362,Gurganj,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Khiva
2363,Atakent,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Kyzylkum
2364,Talas,6,2,2,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Arys
2365,Orda,3,1,1,1,,Astrakhan,,Land,Asia,Tartary,Central Asia,Lower Yik
2366,Utva,3,1,1,1,,Astrakhan,,Land,Asia,Tartary,Central Asia,Nogai
2367,Lower Yik,6,2,2,2,,Astrakhan,,Land,Asia,Tartary,Central Asia,Lower Yik
2368,Karamegdan,6,2,2,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Jetysuu
2369,Upper Ishim,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Ishim
2370,Kungirot,3,1,1,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Khiva
2371,Song La,6,2,2,2,,Siam,,Land,Asia,East Indies,Indochina,Luang Prabang
2372,Hai Phong,13,5,5,3,,Canton,Red River Estuary,Land,Asia,East Indies,Indochina,Sông Hông
2373,Hue,13,5,5,3,,Canton,,Land,Asia,East Indies,Indochina,Annam
2374,Kauthara,10,4,3,3,,Siam,,Land,Asia,East Indies,Indochina,Champa
2375,Tay Nguyen,6,2,2,2,,Siam,,Land,Asia,East Indies,Indochina,Tay Nguyen
2376,Prek Russey,9,3,3,3,,Siam,Mekong Estuary,Land,Asia,East Indies,Indochina,Mekong
2377,Teuk Khmao,10,4,4,2,,Siam,,Land,Asia,East Indies,Indochina,Mekong
2378,Kratie,5,2,2,1,,Siam,,Land,Asia,East Indies,Indochina,Angkor
2379,Battambang,6,2,2,2,,Siam,,Land,Asia,East Indies,Indochina,Cambodia
2380,Phnom Penh,13,5,5,3,,Siam,Emporium,Land,Asia,East Indies,Indochina,Mekong
2381,Luang Namtha,6,2,2,2,,Siam,,Land,Asia,East Indies,Indochina,Luang Prabang
2382,Savanh Nakhone,8,3,3,2,,Siam,,Land,Asia,East Indies,Indochina,Champasak
2383,Khukhanor Surin,6,2,2,2,,Siam,,Land,Asia,East Indies,Indochina,Khorat
2384,Nong Khai,5,2,2,1,,Siam,,Land,Asia,East Indies,Indochina,Vientiane
2385,Nongbua Lamphu,6,2,2,2,,Siam,,Land,Asia,East Indies,Indochina,Vientiane
2386,Chaiyaphum,5,2,2,1,,Siam,,Land,Asia,East Indies,Indochina,Khorat
2387,Phetchaburi,9,3,3,3,,Siam,,Land,Asia,East Indies,Malaya,North Tenasserim
2388,Phitsanulok,11,4,4,3,,Siam,,Land,Asia,East Indies,Indochina,Sukhothai
2389,Phra Bang,13,5,5,3,,Siam,,Land,Asia,East Indies,Indochina,Sukhothai
2390,Chaiya,7,2,2,3,,Malacca,,Land,Asia,East Indies,Malaya,Central Tenasserim
2391,Thalang,10,4,4,2,,Malacca,,Land,Asia,East Indies,Malaya,Central Tenasserim
2392,Selangor,8,3,3,2,,Malacca,,Land,Asia,East Indies,Malaya,Malacca
2393,Terengganu,5,2,2,1,,Malacca,,Land,Asia,East Indies,Malaya,Malaya
2394,Kedah,10,4,4,2,,Malacca,,Land,Asia,East Indies,Malaya,North Malaya
2395,Hkamti Long,5,2,2,1,,Burma,,Land,Asia,East Indies,Burma,Kachin
2396,Mong Kawng,7,2,3,2,,Burma,,Land,Asia,East Indies,Burma,Kachin
2397,Tamanthi,4,1,2,1,,Burma,,Land,Asia,East Indies,Burma,Chindwin
2398,Thaungdut,5,2,2,1,,Burma,,Land,Asia,East Indies,Burma,Chindwin
2399,Pagan,11,4,4,3,,Burma,,Land,Asia,East Indies,Burma,Upper Burma
2400,Hsipaw,8,3,3,2,,Burma,,Land,Asia,East Indies,Burma,Shan Hills
2401,Mong Pai,6,2,2,2,,Burma,,Land,Asia,East Indies,Burma,Karenni
2402,Sandoway,10,4,4,2,,Bengal,,Land,Asia,East Indies,Burma,Rakhine
2403,Moulmein,8,3,3,2,,Burma,,Land,Asia,East Indies,Burma,Lower Burma
2404,Mergui,10,4,4,2,,Siam,,Land,Asia,East Indies,Malaya,North Tenasserim
2405,Bender,7,3,2,2,,Crimea,,Land,Europe,Eastern Europe,Carpathia,Moldavia
2406,Ingil,3,1,1,1,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Yedisan
2407,Pereyaslav,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,East Dniepr
2408,Yelets,7,3,3,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Sloboda Ukraine
2409,Bahmut,5,2,2,1,,Astrakhan,,Land,Europe,Eastern Europe,Pontic Steppe,Lower Don
2410,Theodoro,9,3,3,3,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Crimea
2411,Mansur,8,3,3,2,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Zaporizhia
2412,Kyzyl-Yar,11,4,4,3,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Zaporizhia
2413,Tyn,8,3,3,2,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Azov
2414,Azaraba,9,3,3,3,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Azov
2415,Etkara,8,3,3,2,,Astrakhan,,Land,Europe,Eastern Europe,Russia,Tambov
2416,Majar,8,3,3,2,,Astrakhan,,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
2417,Kuma,6,2,2,2,,Astrakhan,,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
2418,Ukek,7,2,2,3,,Astrakhan,,Land,Europe,Eastern Europe,Ural,Saratov
2419,Kanadey,6,2,2,2,,Astrakhan,,Land,Europe,Eastern Europe,Ural,Saratov
2420,Agyidel,11,4,4,3,,Kazan,,Land,Europe,Eastern Europe,Ural,Bashkiria
2421,Juketau,6,2,2,2,,Kazan,,Land,Europe,Eastern Europe,Ural,Volga
2422,Veda-Suvar,9,3,3,3,,Kazan,,Land,Europe,Eastern Europe,Ural,Kazan
2423,Alatyr,8,3,3,2,,Kazan,,Land,Europe,Eastern Europe,Ural,Samara
2424,Peremyshl,7,3,3,1,,Krakow,,Land,Europe,Eastern Europe,Poland,Red Ruthenia
2425,Nenets,,,,,,,,Wasteland,Europe,,,
2426,Yamal,,,,,,,,Wasteland,Asia,,,
2427,Ostyaki,9,3,3,3,,Siberia,,Land,Europe,Eastern Europe,Ural,Ural
2428,Yugan,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Ob
2429,Agan,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Ob
2430,Baykha,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Central Siberia
2431,Uchamin,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Tunguska
2432,Chulym,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Tunguska
2433,Vah,6,2,2,2,,Siberia,,Land,Asia,Tartary,West Siberia,Ob
2434,Barnaul,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Yrtesh
2435,Nukhtui,3,1,1,1,,Siberia,,Land,Asia,Tartary,East Siberia,Yakutia
2436,Chuna,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Tunguska
2437,Seganka,3,1,1,1,,Siberia,,Land,Asia,Tartary,East Siberia,Yakutia
2438,Kharya,3,1,1,1,,Girin,,Land,Asia,Tartary,East Siberia,Sakha
2439,Yarmanka,3,1,1,1,,Girin,,Land,Asia,Tartary,East Siberia,Kolyma
2440,Kagyrgyn,3,1,1,1,,Girin,,Land,Asia,Tartary,East Siberia,Kamchatka
2441,Iglino,8,3,3,2,,Siberia,,Land,Europe,Eastern Europe,Ural,Ural
2442,Ust-Kut,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Irkutsk
2443,Kan,3,1,1,1,,Siberia,,Land,Asia,Tartary,West Siberia,Irkutsk
2444,Bashgird,6,2,2,2,,Kazan,,Land,Europe,Eastern Europe,Ural,Bashkiria
2445,Mangazea,7,3,3,1,,Siberia,Taz Estuary,Land,Asia,Tartary,West Siberia,Kara
2446,Chara,9,3,3,3,,Girin,,Land,Asia,Tartary,East Siberia,Buryatia
2447,Matrega,5,2,2,1,,Crimea,,Land,Europe,Eastern Europe,Pontic Steppe,Crimea
2448,Fezzan,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Fezzan
2449,Jufra,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Fezzan
2450,Ghadames,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,North Sahara
2451,Thubaqt,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Tripolitania
2452,Zuwarah,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Tripolitania
2453,Sfax,7,3,3,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Djerba
2454,Kef,5,2,2,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Tunisia
2455,Bizerte,9,4,4,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Tunisia
2456,Touggourt,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,North Sahara
2457,Mzab,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,North Sahara
2458,Hodna,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Ouled Nail
2459,Titteri,3,1,1,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Hautes Plains
2460,Saoura,3,1,1,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Tafilalt
2461,Dahra,8,3,3,2,,Safi,,Land,Africa,Northern Africa,Maghreb,Barbary Coast
2462,Ouarsenis,5,2,2,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Hautes Plains
2463,Kasdir,3,1,1,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Hautes Plains
2464,Ouarzazate,5,2,2,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Sus
2465,Oujda,7,3,3,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Algiers
2466,Draa,10,4,4,2,,Safi,Emporium,Land,Africa,Northern Africa,Maghreb,Sus
2467,Meknes,10,4,4,2,,Safi,,Land,Africa,Northern Africa,Maghreb,Central Morocco
2468,Tadla,7,3,3,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Central Morocco
2469,Dukkala,5,2,2,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Gharb
2470,Haha,5,2,2,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Southern Morocco
2471,Chott el-Jerid,,,,,,,,Lake,Africa,,,
2472,Ouargla,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,North Sahara
2473,Sousse,12,5,5,2,,Tunis,,Land,Africa,Northern Africa,Maghreb,Tunisia
2474,Tajarhi,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Fezzan
2475,Djado,3,1,1,1,,Katsina,,Land,Africa,Northern Africa,Sahel,East Azbin
2476,Kuumeyay,6,3,2,1,,California,,Land,North America,Central America,California,Alta California
2477,Ukom'nom,3,1,1,1,,California,,Land,North America,Central America,California,North California
2478,Tachi,3,1,1,1,,California,,Land,North America,Central America,California,Central Valley
2479,Maidu,3,1,1,1,,California,,Land,North America,Central America,California,North California
2480,Shasta,3,1,1,1,,California,,Land,North America,Central America,California,North California
2481,Maqlaqs,3,1,1,1,,California,,Land,North America,North America,Cascadia,Oregon
2482,Kalapuya,3,1,1,1,,California,,Land,North America,North America,Cascadia,Oregon
2483,Umatalum,3,1,1,1,,California,,Land,North America,North America,Cascadia,Oregon
2484,Aqokulo,3,1,1,1,,California,,Land,North America,North America,Cascadia,Puget Sound
2485,Kwaiailk,3,1,1,1,,California,,Land,North America,North America,Cascadia,Puget Sound
2486,Mamatchatpam,3,1,1,1,,California,,Land,North America,North America,Cascadia,Columbia River
2487,Sqeliz,3,1,1,1,,California,,Land,North America,North America,Cascadia,Columbia River
2488,Palus,3,1,1,1,,California,,Land,North America,North America,Cascadia,Columbia River
2489,Boho'inee,3,1,1,1,,California,,Land,North America,North America,Cascadia,Snake River
2490,Kusiutta,3,1,1,1,,California,,Land,North America,North America,Cascadia,Snake River
2491,Hwalbay,3,1,1,1,,California,,Land,North America,Central America,California,Arizona
2492,Bedonkohe,3,1,1,1,,California,,Land,North America,Central America,California,Apacheria
2493,Hopituh,3,1,1,1,,Rio Grande,,Land,North America,Central America,California,Colorado Plateau
2494,Shiwinna,3,1,1,1,,Rio Grande,,Land,North America,Central America,California,Colorado Plateau
2495,Aa'ku,5,2,2,1,,Rio Grande,,Land,North America,Central America,California,New Mexico
2496,Saldindé,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Llano Estacado
2497,Tsès Sembai,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Llano Estacado
2498,Tahuundé,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Pecos
2499,Coahuilteco,3,1,1,1,,Rio Grande,Rio Grande Estuary,Land,North America,Central America,Rio Grande,Tamaulipas
2500,Tel Kondaha,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Texas Plains
2501,Piikani,3,1,1,1,,Hudson Bay,,Land,North America,North America,Great Plains,Upper Missouri
